rollTimeSum:423261 awardDistance:385342
rollTimeSum:wwwwv539021 awardDistance:1223647
rollTimeSum:wwwwv625229 awardDistance:78429
rollTimeSum:wwwwvi634590 awardDistance:919298
rollTimeSum:wwwwvii744849 awardDistance:1011258
rollTimeSum:wwwwviiii74208 awardDistance:1210017
rollTimeSum:wwwwviiii340847 awardDistance:242810
rollTimeSum:wwwwviiiii791805 awardDistance:1320930
rollTimeSum:wwwwviiiiii342890 awardDistance:501700
rollTimeSum:wwwwviiiiiii864270 awardDistance:1385604
rollTimeSum:wwwwviiiiiiii994941 awardDistance:1029805
rollTimeSum:wwwwvv2349 awardDistance:917049
rollTimeSum:wwwwvvi734515 awardDistance:1577793
rollTimeSum:wwwwvvii437676 awardDistance:640393
rollTimeSum:wwwwvvii455292 awardDistance:16030
rollTimeSum:wwwwvvii787513 awardDistance:302488
rollTimeSum:wwwwvviii859459 awardDistance:976487
rollTimeSum:wwwwvviii882765 awardDistance:21204
rollTimeSum:wwwwvviiii682036 awardDistance:727920
rollTimeSum:wwwwvviiiii379519 awardDistance:635088
rollTimeSum:wwwwvviiiiii567629 awardDistance:1081816
rollTimeSum:wwwwvviiiiiii819162 awardDistance:1139431
rollTimeSum:wwwwvviiiiiiii999666 awardDistance:1075002
rollTimeSum:wwwwvviiiiiiiii346768 awardDistance:316055
rollTimeSum:wwwwvvv904719 awardDistance:1418219
rollTimeSum:wwwwvvvi683548 awardDistance:709265
rollTimeSum:wwwwvvvi813934 awardDistance:118684
rollTimeSum:wwwwvvvii83916 awardDistance:245666
rollTimeSum:wwwwvvvii686888 awardDistance:548986
rollTimeSum:wwwwvvvii719923 awardDistance:30056
rollTimeSum:wwwwvvvii756679 awardDistance:33410
rollTimeSum:wwwwvvviii443977 awardDistance:626133
rollTimeSum:wwwwvvviiii246853 awardDistance:730993
rollTimeSum:wwwwvvviiii479336 awardDistance:211775
rollTimeSum:wwwwvvviiii867672 awardDistance:353640
rollTimeSum:wwwwvvviiii891543 awardDistance:21710
rollTimeSum:wwwwvvviiiiii44869 awardDistance:1050362
rollTimeSum:wwwwvvviiiiiii32555 awardDistance:899585
rollTimeSum:wwwwvvviiiiiii79903 awardDistance:42977
rollTimeSum:wwwwvvviiiiiii441488 awardDistance:329093
rollTimeSum:wwwwvvviiiiiii776349 awardDistance:305012
rollTimeSum:wwwwvvviiiiiiii173114 awardDistance:361265
rollTimeSum:wwwwvvviiiiiiii383179 awardDistance:191188
rollTimeSum:wwwwvvviiiiiiiii258261 awardDistance:797020
rollTimeSum:wwwwvvvv982697 awardDistance:1570367
rollTimeSum:wwwwvvvvi853162 awardDistance:792612
rollTimeSum:wwwwvvvvi932633 awardDistance:72342
rollTimeSum:wwwwvvvvii660132 awardDistance:662439
rollTimeSum:wwwwvvvvii921486 awardDistance:238119
rollTimeSum:wwwwvvvviiii992862 awardDistance:1886126
rollTimeSum:wwwwvvvviiiii393382 awardDistance:364760
rollTimeSum:wwwwvvvviiiiiii817397 awardDistance:2207185
rollTimeSum:wwwwvvvviiiiiiii203896 awardDistance:352244
rollTimeSum:wwwwvvvviiiiiiii227005 awardDistance:21047
rollTimeSum:wwwwvvvviiiiiiiii842620 awardDistance:1470734
rollTimeSum:wwwwvvvvv253934 awardDistance:374790
rollTimeSum:wwwwvvvvv701315 awardDistance:407389
rollTimeSum:wwwwvvvvv975687 awardDistance:249903
rollTimeSum:wwwwvvvvvi376275 awardDistance:364690
rollTimeSum:wwwwvvvvvi420891 awardDistance:40741
rollTimeSum:wwwwvvvvvi949574 awardDistance:481453
rollTimeSum:wwwwvvvvvii56630 awardDistance:97520
rollTimeSum:wwwwvvvvvii236207 awardDistance:163412
rollTimeSum:wwwwvvvvviiiii999404 awardDistance:3426834
rollTimeSum:wwwwvvvvviiiiiiii953091 awardDistance:2688812
rollTimeSum:wwwwvvvvviiiiiiiii378457 awardDistance:387277
rollTimeSum:wwwwvvvvvv2066 awardDistance:567750
rollTimeSum:wwwwvvvvvv177326 awardDistance:159821
rollTimeSum:wwwwvvvvvvi49137 awardDistance:793618
rollTimeSum:wwwwvvvvvviii259570 awardDistance:2012581
rollTimeSum:wwwwvvvvvviii883811 awardDistance:568382
rollTimeSum:wwwwvvvvvviiii25720 awardDistance:129065
rollTimeSum:wwwwvvvvvviiii208823 awardDistance:166705
rollTimeSum:wwwwvvvvvviiiii234893 awardDistance:934723
rollTimeSum:wwwwvvvvvviiiii397269 awardDistance:147787
rollTimeSum:wwwwvvvvvviiiiii293315 awardDistance:815757
rollTimeSum:wwwwvvvvvviiiiii341098 awardDistance:43494
rollTimeSum:wwwwvvvvvviiiiii736548 awardDistance:360237
rollTimeSum:wwwwvvvvvviiiiiiiii374108 awardDistance:2401095
rollTimeSum:wwwwvvvvvviiiiiiiii712720 awardDistance:308260
rollTimeSum:wwwwvvvvvvv837194 awardDistance:1023779
rollTimeSum:wwwwvvvvvvvi119106 awardDistance:256984
rollTimeSum:wwwwvvvvvvvii88366 awardDistance:882701
rollTimeSum:wwwwvvvvvvviiii92487 awardDistance:1824622
rollTimeSum:wwwwvvvvvvviiiii9519 awardDistance:834664
rollTimeSum:wwwwvvvvvvviiiii463087 awardDistance:412974
rollTimeSum:wwwwvvvvvvviiiiii419086 awardDistance:870858
rollTimeSum:wwwwvvvvvvviiiiii847711 awardDistance:390109
rollTimeSum:wwwwvvvvvvviiiiiiii355366 awardDistance:1372668
rollTimeSum:wwwwvvvvvvviiiiiiii945811 awardDistance:537388
rollTimeSum:wwwwvvvvvvvvi849631 awardDistance:2644550
rollTimeSum:wwwwvvvvvvvvii580272 awardDistance:665280
rollTimeSum:wwwwvvvvvvvvii973980 awardDistance:358353
rollTimeSum:wwwwvvvvvvvviii512808 awardDistance:490931
rollTimeSum:wwwwvvvvvvvviiii139169 awardDistance:570299
rollTimeSum:wwwwvvvvvvvviiiii251668 awardDistance:1012815
rollTimeSum:wwwwvvvvvvvviiiiiii725038 awardDistance:2252005
rollTimeSum:wwwwvvvvvvvvv389739 awardDistance:2426819
rollTimeSum:wwwwvvvvvvvvvi911174 awardDistance:1385173
rollTimeSum:wwwwvvvvvvvvvii483238 awardDistance:520750
rollTimeSum:wwwwvvvvvvvvvii687724 awardDistance:186555
rollTimeSum:wwwwvvvvvvvvviii252044 awardDistance:513621
rollTimeSum:wwwwvvvvvvvvviiii139663 awardDistance:808086
rollTimeSum:wwwwvvvvvvvvviiii987621 awardDistance:772331
rollTimeSum:wwwwvvvvvvvvviiiiiiii744041 awardDistance:3420448
rollTimeSum:wwwww196421 awardDistance:1322710
rollTimeSum:wwwww435096 awardDistance:217375
rollTimeSum:wwwww804041 awardDistance:335934
rollTimeSum:wwwwwi362802 awardDistance:509270
rollTimeSum:wwwwwii705901 awardDistance:1223647
rollTimeSum:wwwwwii792109 awardDistance:78429
rollTimeSum:wwwwwiii801470 awardDistance:919298
rollTimeSum:wwwwwiiii911729 awardDistance:1011258
rollTimeSum:wwwwwiiiiii241088 awardDistance:1210017
rollTimeSum:wwwwwiiiiii507727 awardDistance:242810
rollTimeSum:wwwwwiiiiiii958685 awardDistance:1320930
rollTimeSum:wwwwwiiiiiiii509770 awardDistance:501700
rollTimeSum:wwwwwv31150 awardDistance:1385604
rollTimeSum:wwwwwvi161821 awardDistance:1029805
rollTimeSum:wwwwwvii169229 awardDistance:917049
rollTimeSum:wwwwwviii901395 awardDistance:1577793
rollTimeSum:wwwwwviiii604556 awardDistance:640393
rollTimeSum:wwwwwviiii622172 awardDistance:16030
rollTimeSum:wwwwwviiii954393 awardDistance:302488
rollTimeSum:wwwwwviiiiii26339 awardDistance:976487
rollTimeSum:wwwwwviiiiii49645 awardDistance:21204
rollTimeSum:wwwwwviiiiii848916 awardDistance:727920
rollTimeSum:wwwwwviiiiiii546399 awardDistance:635088
rollTimeSum:wwwwwviiiiiiii734509 awardDistance:1081816
rollTimeSum:wwwwwviiiiiiiii986042 awardDistance:1139431
rollTimeSum:wwwwwvvi166546 awardDistance:1075002
rollTimeSum:wwwwwvvi513648 awardDistance:316055
rollTimeSum:wwwwwvviii71599 awardDistance:1418219
rollTimeSum:wwwwwvviii850428 awardDistance:709265
rollTimeSum:wwwwwvviii980814 awardDistance:118684
rollTimeSum:wwwwwvviiii250796 awardDistance:245666
rollTimeSum:wwwwwvviiii853768 awardDistance:548986
rollTimeSum:wwwwwvviiii886803 awardDistance:30056
rollTimeSum:wwwwwvviiii923559 awardDistance:33410
rollTimeSum:wwwwwvviiiii610857 awardDistance:626133
rollTimeSum:wwwwwvviiiiii413733 awardDistance:730993
rollTimeSum:wwwwwvviiiiii646216 awardDistance:211775
rollTimeSum:wwwwwvviiiiiii34552 awardDistance:353640
rollTimeSum:wwwwwvviiiiiii58423 awardDistance:21710
rollTimeSum:wwwwwvviiiiiiii211749 awardDistance:1050362
rollTimeSum:wwwwwvviiiiiiiii199435 awardDistance:899585
rollTimeSum:wwwwwvviiiiiiiii246783 awardDistance:42977
rollTimeSum:wwwwwvviiiiiiiii608368 awardDistance:329093
rollTimeSum:wwwwwvviiiiiiiii943229 awardDistance:305012
rollTimeSum:wwwwwvvv339994 awardDistance:361265
rollTimeSum:wwwwwvvv550059 awardDistance:191188
rollTimeSum:wwwwwvvvi425141 awardDistance:797020
rollTimeSum:wwwwwvvviii149577 awardDistance:1570367
rollTimeSum:wwwwwvvviiii20042 awardDistance:792612
rollTimeSum:wwwwwvvviiii99513 awardDistance:72342
rollTimeSum:wwwwwvvviiii827012 awardDistance:662439
rollTimeSum:wwwwwvvviiiii88366 awardDistance:238119
rollTimeSum:wwwwwvvviiiiiii159742 awardDistance:1886126
rollTimeSum:wwwwwvvviiiiiii560262 awardDistance:364760
rollTimeSum:wwwwwvvviiiiiiiii984277 awardDistance:2207185
rollTimeSum:wwwwwvvvv370776 awardDistance:352244
rollTimeSum:wwwwwvvvv393885 awardDistance:21047
rollTimeSum:wwwwwvvvvii9500 awardDistance:1470734
rollTimeSum:wwwwwvvvvii420814 awardDistance:374790
rollTimeSum:wwwwwvvvvii868195 awardDistance:407389
rollTimeSum:wwwwwvvvviii142567 awardDistance:249903
rollTimeSum:wwwwwvvvviii543155 awardDistance:364690
rollTimeSum:wwwwwvvvviii587771 awardDistance:40741
rollTimeSum:wwwwwvvvviiii116454 awardDistance:481453
rollTimeSum:wwwwwvvvviiii223510 awardDistance:97520
rollTimeSum:wwwwwvvvviiii403087 awardDistance:163412
rollTimeSum:wwwwwvvvviiiiiiii166284 awardDistance:3426834
rollTimeSum:wwwwwvvvvvi119971 awardDistance:2688812
rollTimeSum:wwwwwvvvvvi545337 awardDistance:387277
rollTimeSum:wwwwwvvvvvii168946 awardDistance:567750
rollTimeSum:wwwwwvvvvvii344206 awardDistance:159821
rollTimeSum:wwwwwvvvvviii216017 awardDistance:793618
rollTimeSum:wwwwwvvvvviiiii426450 awardDistance:2012581
rollTimeSum:wwwwwvvvvviiiiii50691 awardDistance:568382
rollTimeSum:wwwwwvvvvviiiiii192600 awardDistance:129065
rollTimeSum:wwwwwvvvvviiiiii375703 awardDistance:166705
rollTimeSum:wwwwwvvvvviiiiiii401773 awardDistance:934723
rollTimeSum:wwwwwvvvvviiiiiii564149 awardDistance:147787
rollTimeSum:wwwwwvvvvviiiiiiii460195 awardDistance:815757
rollTimeSum:wwwwwvvvvviiiiiiii507978 awardDistance:43494
rollTimeSum:wwwwwvvvvviiiiiiii903428 awardDistance:360237
rollTimeSum:wwwwwvvvvvvi540988 awardDistance:2401095
rollTimeSum:wwwwwvvvvvvi879600 awardDistance:308260
rollTimeSum:wwwwwvvvvvviii4074 awardDistance:1023779
rollTimeSum:wwwwwvvvvvviii285986 awardDistance:256984
rollTimeSum:wwwwwvvvvvviiii255246 awardDistance:882701
rollTimeSum:wwwwwvvvvvviiiiii259367 awardDistance:1824622
rollTimeSum:wwwwwvvvvvviiiiiii176399 awardDistance:834664
rollTimeSum:wwwwwvvvvvviiiiiii629967 awardDistance:412974
rollTimeSum:wwwwwvvvvvviiiiiiii585966 awardDistance:870858
rollTimeSum:wwwwwvvvvvviiiiiiiii14591 awardDistance:390109
rollTimeSum:wwwwwvvvvvvv522246 awardDistance:1372668
rollTimeSum:wwwwwvvvvvvvi112691 awardDistance:537388
rollTimeSum:wwwwwvvvvvvviiii16511 awardDistance:2644550
rollTimeSum:wwwwwvvvvvvviiii747152 awardDistance:665280
rollTimeSum:wwwwwvvvvvvviiiii140860 awardDistance:358353
rollTimeSum:wwwwwvvvvvvviiiii679688 awardDistance:490931
rollTimeSum:wwwwwvvvvvvviiiiii306049 awardDistance:570299
rollTimeSum:wwwwwvvvvvvviiiiiii418548 awardDistance:1012815
rollTimeSum:wwwwwvvvvvvviiiiiiiii891918 awardDistance:2252005
rollTimeSum:wwwwwvvvvvvvvii556619 awardDistance:2426819
rollTimeSum:wwwwwvvvvvvvviiii78054 awardDistance:1385173
rollTimeSum:wwwwwvvvvvvvviiii650118 awardDistance:520750
rollTimeSum:wwwwwvvvvvvvviiii854604 awardDistance:186555
rollTimeSum:wwwwwvvvvvvvviiiii418924 awardDistance:513621
rollTimeSum:wwwwwvvvvvvvviiiiii306543 awardDistance:808086
rollTimeSum:wwwwwvvvvvvvviiiiiii154501 awardDistance:772331
rollTimeSum:wwwwwvvvvvvvvv910921 awardDistance:3420448
rollTimeSum:wwwwwvvvvvvvvvii363301 awardDistance:1322710
rollTimeSum:wwwwwvvvvvvvvvii601976 awardDistance:217375
rollTimeSum:wwwwwvvvvvvvvvii970921 awardDistance:335934
rollTimeSum:wwwwwvvvvvvvvviii529682 awardDistance:509270
rollTimeSum:wwwwwvvvvvvvvviiii872781 awardDistance:1223647
rollTimeSum:wwwwwvvvvvvvvviiii958989 awardDistance:78429
rollTimeSum:wwwwwvvvvvvvvviiiii968350 awardDistance:919298
rollTimeSum:wwwwwvvvvvvvvviiiiiii78609 awardDistance:1011258
